작업의뢰명,작업의뢰내용,시스템명,금전대고객구분
굿앤굿스타 12월 상품개정," 1. 대상채널 : 영업포탈/하이포탈					
					
 2. 대상상품					
      _  무배당 굿앤굿스타상품					
     					
 					
  3. 내용					
    ▶ 기초율변경					
    ▶ 담보신설및 삭제, 변경등 					
 					
					
  4. 보험료 차등적용					
     _ 변동 사항 無					
					
 5. 요청사항					
   ？？ 가. 전산실 레이아웃 작업？？					
   ？？ 나. 상품 구조 및 룰 작업？？					
   ？？ 다. 가입설계 시스템 상품 반영					
 					
					
 5. 판매예정일					
      _ 판매예정일 : 2026,01.01(목)					
					
 6. 완료요청일 : 2026.01.12(월)					
",장기시스템파트,3
[작업요청] 상품개정_2026.01월_퍼펙트,상품개정_2026.01월_퍼펙트,장기시스템파트,3
[작업요청] 상품개정_2026.01월_저축상품군_비과세대상 구분자값 신규추가,상품개정_2026.01월_저축상품군_비과세대상 구분자값 신규추가,장기시스템파트,3
[작업요청] 상품개정_2026.01월_일상배상책임,[작업요청] 상품개정_2026.01월_일상배상책임,장기시스템파트,3
‘25.1월 상품개정으로 인한 취소사유 상품코드 추가 요청,2501 상품개정 취소 코드 상품코드 추가,장기전략파트,3
상품개정_ 1월 상품개정 (저축보험) ,"	1. 내용					
	_ 1월 저축보험 2개상품  (방카 채널 저축성보험 재판매 및 대면채널 상품 사업비 개정) 					
						
 2. 대상상품						
      1) 무배당하이드림저축보험(Hi2501)						
      2) 무배당현대해상하이드림저축보험(Hi2501) _ 신상품						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도및 경리보종코드   					
	    _ 운영無					
	  나. 일시납담보					
	    _ 일시납담보 미운영    					
						
	4. 판매예정일 : 2025.1.  24(금)					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기전략파트,3
"상품개정_ 2월 상품개정(스타, 퍼펙트, 간편등) ","	1. 내용					
	_ 암주요치료비, 2대질환 주요치료비담보의 경쟁력강화등					
						
 2. 대상상품						
  _ 보종코드 변경 : 스타, 퍼펙트 건강고지형 상품						
  _ 담보추가 : 간편상품, 퍼펙트케어간병및 스타, 퍼펙트 일반고지형 상품						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도및 경리보종코드   					
	    _ 변경 無					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 추후통보예정					
						
	4. 판매예정일 : 2025.2. 13(목)					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기전략파트,3
상품개정_ 4월 개정 상품 초회 수납 반영 ,"	1. 내용					
	_ 적용위험률, 적용해지율변경및 담보추가, 삭제, 제도변경등 개정   					
						
 2. 대상상품						
  _ 판매보종 전체 전면개정						
 						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도및 경리보종코드   					
	    _ 변경 無					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 추후통보예정					
						
	4. 판매예정일 : 2025.3. 1(화)					
	 					
						
	    ※ 변동사항 별도 송부 예정					
						
",장기전략파트,3
상품개정_ 4월 퍼펙트 연만기 갱신형 건강고지 신상품 초회 수납 반영 ,"	1. 내용					
	_ 4월 퍼펙트 연만기 갱신형 건강고지 신상품 출시   					
						
 2. 대상상품						
  _ 퍼펙트 연만기 갱신형 						
 						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도및 경리보종코드   					
	    _ 변경 無					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 추후통보예정					
						
	4. 판매예정일 : 2025.3. 1(화)					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기전략파트,3
25.04 상품개정_영업포털 수납화면 부가서비스동의서 노출 대상상품 추가,업무기술서 참조바랍니다. ,디지털기획파트,3
25.04상품개정_부가서비스 동의서 DB 저장 및 전송_조영숙 과장,업무기술서 참조 바랍니다. ,디지털기획파트,3
상품개정_ 4월 개정 상품 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	？_. 어린이종합 다태아플랜 종료,？알뜰플랜(단태아,다태아,비태아 모두 가입가능) 신설					
	？_.？간병인사용(상해/질병)(상급종합병원)입원일당(1_180일)(갱신형) 신설					
	？_. 일상생활중배상책임 종속특약 운영					
	？_. 하이콜퍼펙트종합보험(연만기갱신형) 상품 건강고지 신설					
	？_. 펫보험 의료비담보 : 3/5년만기 _&gt; 1년만기, 갱신형 _&gt; 만기시 재가입					
	？_. 저축보험 적립이율 변경					
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도및 경리보종코드   					
	    _ 변경 無					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 추후통보예정					
						
	4. 판매예정일 : 2025.5. 1(목)					
	 					
",장기전략파트,3
25.04상품개정_펫보험부가서비스동의서 DB 저장 및 전송 중단작업,업무기술서 참조바랍니다. ,디지털기획파트,3
상품개정_ 5월 굿앤굿스타(연만기갱신형) 상품 개정 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	？_. 굿앤굿스타(연만기갱신형) 상품개정					
	？_.？일반고지및 건강고지 혼합운영					
	？_. 간병인지원일당 외 신규담보 추가					
	 					
	 					
	 					
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도및 경리보종코드   					
	    _ 변경 無					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 추후통보예정					
						
	4. 판매예정일 : 2025.5. 14(수)					
",장기전략파트,3
상품개정 관련 하이헬스챌린지 수납화면에 대상상품 추가,업무기술서 참조바랍니다. ,디지털기획파트,3
25.07 상품개정_부가서비스 동의서 DB 저장 및 전송,업무기술서 참조 바랍니다. ,디지털기획파트,3
상품개정_ 7월  상품 개정(신상품 골든타임등) 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	_. 치료당 담보 보장강화, 검사비담보 신설, 마취관련 보장 신설, 기존마취관련 담보 삭제					
	？_. 퍼펙트종합 건강고지 연령확대 : 70세 (일반심사 가입연령과 동일)					
	？_. 통합수술보험 신상품 : 검사,수술,입원,재활 통합 보장					
	？_. CM 태아보험？신설 : 어린종합, 실손의료비					
	 					
	 					
 2. 대상상품						
  _ 상품목록 참조    					",장기전략파트,3
상품개정_ 8월  상품 개정(신상품 및 담보추가등) 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	  ① 신상품					
	    &gt; 간편 : 6대 중대질병에 대한 고지기간 5년으로 운영(3.0.5/3.1.5/3.2.5)					
	    &gt; 퍼펙트 : 가벼운 납입형 					
						
	  ② 담보신설					
	     &gt; 퍼펙트간병보험 : 장기요양담보					
	     &gt; 하이콜운전자 : 홀인원비용, 알바트로스비용등					
	     &gt; 퍼펙트, 간편, 골든타임 : 암주요치료비, 항암주요치료비(연간무제한), 심뇌혈관주요치료비등 					
						
	 					
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도및 경리보종코드   					
	    _ 변경 無					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 추후통보예정					
						
	4. 판매예정일 : 2025.8. 1(금)					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기전략파트,3
25.08 상품개정_부가서비스 동의서 DB 저장 및 전송_조영숙 과장,업무기술서 참조 바랍니다. ,디지털기획파트,3
25.08상품개정_영업포털 수납화면 부가서비스동의서 노출 대상상품 추가,업무기술서 참조 바랍니다. ,디지털기획파트,3
상품개정_ 8월  상품 개정(퍼펙트) 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	  ① 신상품					
	    &gt; 퍼펙트 : 현명한 납입형 					
						
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도   					
	    _ 만기고객할인 운영 					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 별첨					
						
	4. 판매예정일 : 2025.8.20(수)					
	 					
						
	    ※ 변동사항 별도 송부 예정					
						
",장기전략파트,3
상품개정_ 9월  상품 개정(저축보험) 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	  ① 저축보험					
	    &gt;  저축성보험 적용이율 인상 : 3.1% _&gt; 3.35%					
						
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도   					
	    _ 별첨					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 운영 無					
						
	4. 판매예정일 : 2025.9.1(월)					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기전략파트,3
25.08상품개정_부가서비스 동의서 DB 저장 및 전송_조영숙 과장,업무기술서 참조 바랍니다. ,디지털기획파트,3
250820상품개정_영업포털 수납화면 부가서비스동의서 노출 대상상품 추가,업무기술서 참조바랍니다. ,디지털기획파트,3
상품개정_ 10월  상품 개정(신상품등) 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	  ① 신상품 : 마음을더하는케어간병인보험 					
	    &gt; 현물과 현금급부를 모두 지급하는 간병인 통합보험					
	    &gt; 간병인 플랫폼에서 지정하는 간병인을 제공함으로써 가족간병 모럴성 제거					
						
	  ② 운전자					
	    &gt; 주요치료비, 가해자 상담비용 등 보장 강화, 변호사선임비용 신설 및 법률비용 강화					
						
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도   					
	    _ 별첨					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 운영 無					
						
	4. 판매예정일 : 2025.10.1(수)					
",장기전략파트,3
25.10상품개정_부가서비스동의DB 저장 및 전송,업무기술서 참고,디지털기획파트,3
25.10상품개정_영업포털 수납화면 동의서노출,업무기술서 참고,디지털기획파트,3
25.11상품개정_부가서비스동의DB 저장 및 전송_조영숙 과장,업무기술서 참조 바랍니다. ,디지털기획파트,3
상품개정_ 11월  상품 개정 초회 수납 반영 ,"	1. 내용					
	* 주요사항					
	  _. 오투 맞춤간편보험 : 3년/4년 고지유형 종형 신설, 무사고 계약전환 제도 신설					
	  _. 하이콜운전자 :주요치료비/운전자비용/상해수술 담보 신설 및 비탑승중 운전비용 담보 개선					
	  _. 펫보험 : 의료비 및 약물치료 보장 확대					
						
						
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도   					
	    _ 별첨					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 운영 無					
						
	4. 판매예정일 : 2025.11.1 / 2025.11.05					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기전략파트,3
○현대해상다이렉트종합보험 상품개정 초회 수납 반영 작업의뢰  ○," 1. 대상채널 : 영업포탈/하이포탈					
 2. 대상상품 					
	11P0	(무)현대해상다이렉트종합보험(Hi2512)			
					
  3. 변경내용					
     1) 반영요청					
					
	 [ 운영 종형 ]				
	_ 스탠다드플랜, 프리미엄플랜, 암플랜				
					
 4. 요청사항	4. 보종별 할인제도 및 일시납 담보				
   ？？ 가. 전산실 레이아웃 작업？？	  가. 할인제도   				
   ？？ 나. 상품 구조 및 룰 작업？？	    _ 별첨				
   ？？ 다. 보험료 / 준비금 테이블 작업？？	  나. 일시납담보				
   ？？ 라. 가입설계 시스템 상품 반영？？	    _없음				
	 다. 경리보종코드				
 5. 판매예정일	   _ 운영 無				
      _ 판매예정일 : 2025.12.3 (수)	 				
					
	5. 판매예정일 : 2025.12.3				
 6. 완료요청일 : 2026.2.10 (화)	 				
					
   	    ※ 변동사항 별도 송부 예정				
",장기전략파트,3
상품개정_영업포털 수납화면 동의서 제거 작업,업무기술서 참조 바랍니다. ,디지털기획파트,3
계약취소 상품개정에 따른 상품코드 추가요청(2601개정상품),계약취소시 상품개정에 따른 상품코드 추가요청(2601개정상품),장기전략파트,3
상품개정_ 신상품(암플러스치매보험) 초회 수납 반영 ,"	1. 주요사항					
	  _ 암.치매관련 신상품임					
	  _ 중증치매진단담보등  신담보 포함.       					
						
						
						
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도   					
	    _ 별첨					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 운영하지 않음.  (혼합운영 無)					
						
	4. 판매예정일 : 2026.1.1 					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기시스템파트,3
상품개정_ 12월  상품 개정 초회 수납 반영 ,"	1. 주요사항					
	  _. 기초율 변경등 					
	  _. 담보신설및 삭제, 변경등 					
						
						
						
 2. 대상상품						
  _ 상품목록 참조    						
 						
 						
	3. 보종별 할인제도 및 일시납 담보					
	  가. 할인제도   					
	    _ 별첨					
	  나. 일시납담보					
	    _없음					
	 다. 경리보종코드					
	   _ 별첨					
						
	4. 판매예정일 : 2026.1.1 					
	 					
						
	    ※ 변동사항 별도 송부 예정					
",장기시스템파트,3
